Month-Year,Yield Type,Trend Score
9-2020,Cowpea,23
9-2020,Tomato,78
9-2020,Pepper,14
9-2020,Tomato,74
9-2020,Cowpea,65
9-2020,Radish,17
9-2020,Ginger,55
9-2020,Onion,53
9-2020,Leak,98
9-2020,Pumpkin,21
9-2020,Potato,51
9-2020,Pumpkin,57
9-2020,Tomato,72
9-2020,Pumpkin,63
9-2020,Ginger,43
9-2020,Corn,59
9-2020,Pumpkin,41
9-2020,Garlic,42
9-2020,Ginger,52
9-2020,Chilies,39
9-2020,Corn,52
9-2020,Chilies,53
9-2020,Pepper,54
9-2020,Radish,67
9-2020,Onion,45
9-2020,Ginger,24
9-2020,Corn,61
9-2020,Pumpkin,33
9-2020,Pepper,44
9-2020,Cowpea,66
9-2020,Ginger,36
9-2020,Corn,24
9-2020,Pepper,15
9-2020,Cardamon,68
9-2020,Cowpea,17
9-2020,Pepper,20
9-2020,Leak,78
9-2020,Ginger,16
9-2020,Pumpkin,50
9-2020,Potato,21
9-2020,Cowpea,61
9-2020,Onion,24
9-2020,Ginger,33
9-2020,Ginger,20
9-2020,Onion,42
9-2020,Tomato,80
9-2020,Potato,66
9-2020,Pepper,24
9-2020,Pepper,70
9-2020,Chilies,14
9-2020,Garlic,51
9-2020,Potato,24
9-2020,Chilies,47
9-2020,Cardamon,34
9-2020,Corn,13
9-2020,Onion,15
9-2020,Potato,36
9-2020,Cowpea,33
9-2020,Pumpkin,37
9-2020,Ginger,33
9-2020,Tomato,88
9-2020,Tomato,97
9-2020,Garlic,63
9-2020,Tomato,99
9-2020,Corn,35
9-2020,Chilies,32
9-2020,Pepper,44
9-2020,Leak,73
9-2020,Corn,45
9-2020,Radish,33
9-2020,Cocoa,62
9-2020,Cowpea,13
9-2020,Corn,48
9-2020,Radish,30
9-2020,Tomato,76
9-2020,Tomato,86
9-2020,Chilies,34
9-2020,Onion,26
9-2020,Pumpkin,40
9-2020,Tomato,81
9-2020,Potato,26
9-2020,Onion,43
9-2020,Tomato,94
9-2020,Cocoa,60
9-2020,Potato,60
9-2020,Garlic,66
9-2020,Tomato,85
9-2020,Corn,39
9-2020,Pumpkin,53
9-2020,Cowpea,51
9-2020,Cardamon,42
9-2020,Garlic,52
9-2020,Potato,46
9-2020,Pumpkin,25
9-2020,Pumpkin,23
9-2020,Cocoa,19
9-2020,Potato,24
9-2020,Ginger,37
9-2020,Potato,36
9-2020,Leak,87
9-2020,Ginger,39
9-2020,Radish,59
9-2020,Ginger,64
9-2020,Radish,22
9-2020,Cardamon,67
9-2020,Cardamon,68
9-2020,Garlic,52
9-2020,Garlic,22
9-2020,Garlic,70
9-2020,Potato,29
9-2020,Chilies,63
9-2020,Leak,99
9-2020,Leak,86
9-2020,Potato,38
9-2020,Leak,98
9-2020,Leak,83
9-2020,Tomato,96
9-2020,Corn,34
9-2020,Leak,95
9-2020,Potato,32
9-2020,Ginger,14
9-2020,Onion,14
9-2020,Pepper,61
9-2020,Ginger,45
9-2020,Onion,59
9-2020,Ginger,42
9-2020,Onion,28
9-2020,Ginger,34
9-2020,Garlic,67
9-2020,Pumpkin,12
9-2020,Cardamon,36
9-2020,Tomato,82
9-2020,Tomato,99
9-2020,Cocoa,16
9-2020,Cardamon,69
9-2020,Cardamon,44
9-2020,Cocoa,53
9-2020,Tomato,86
9-2020,Potato,19
9-2020,Chilies,55
9-2020,Pumpkin,23
9-2020,Tomato,83
9-2020,Pepper,18
9-2020,Tomato,87
9-2020,Cardamon,68
9-2020,Tomato,84
9-2020,Pumpkin,20
9-2020,Onion,36
9-2020,Cowpea,49
9-2020,Chilies,30
9-2020,Pepper,13
9-2020,Chilies,12
9-2020,Corn,37
9-2020,Corn,54
9-2020,Pepper,68
9-2020,Leak,100
9-2020,Leak,76
9-2020,Leak,70
9-2020,Ginger,15
9-2020,Onion,39
9-2020,Garlic,53
9-2020,Cocoa,22
9-2020,Cowpea,62
9-2020,Garlic,16
9-2020,Potato,41
9-2020,Tomato,87
9-2020,Pumpkin,28
9-2020,Garlic,50
9-2020,Garlic,21
9-2020,Ginger,27
9-2020,Cocoa,70
9-2020,Potato,23
9-2020,Onion,49
9-2020,Radish,43
9-2020,Radish,61
9-2020,Corn,56
9-2020,Cardamon,66
9-2020,Corn,10
9-2020,Pumpkin,43
9-2020,Radish,40
9-2020,Cowpea,26
9-2020,Leak,86
9-2020,Ginger,65
9-2020,Pumpkin,30
9-2020,Cardamon,34
9-2020,Tomato,91
9-2020,Cocoa,59
9-2020,Cardamon,40
9-2020,Corn,66
9-2020,Cowpea,22
9-2020,Ginger,28
9-2020,Leak,82
9-2020,Potato,58
9-2020,Corn,54
9-2020,Radish,35
9-2020,Tomato,96
9-2020,Garlic,26
9-2020,Onion,44
9-2020,Corn,45
9-2020,Chilies,39
9-2020,Garlic,58
9-2020,Pumpkin,32
9-2020,Cowpea,20
9-2020,Cocoa,40
9-2020,Onion,34
9-2020,Cardamon,52
9-2020,Ginger,51
9-2020,Corn,67
9-2020,Cowpea,42
9-2020,Radish,51
9-2020,Cocoa,16
9-2020,Cowpea,16
9-2020,Onion,63
9-2020,Chilies,40
9-2020,Tomato,94
9-2020,Potato,26
9-2020,Tomato,87
9-2020,Cowpea,64
9-2020,Garlic,46
9-2020,Ginger,61
9-2020,Potato,41
9-2020,Cocoa,37
9-2020,Pumpkin,46
9-2020,Ginger,43
9-2020,Ginger,67
9-2020,Radish,39
9-2020,Cowpea,46
9-2020,Tomato,86
9-2020,Pepper,44
9-2020,Potato,10
9-2020,Cowpea,46
9-2020,Cocoa,44
9-2020,Onion,36
9-2020,Corn,28
9-2020,Ginger,17
9-2020,Corn,39
9-2020,Ginger,28
9-2020,Leak,87
9-2020,Cardamon,52
9-2020,Leak,99
9-2020,Onion,10
9-2020,Potato,52
9-2020,Garlic,70
9-2020,Cowpea,44
9-2020,Cardamon,18
9-2020,Tomato,70
9-2020,Pepper,65
9-2020,Cocoa,28
9-2020,Onion,51
9-2020,Ginger,25
9-2020,Cocoa,25
9-2020,Corn,17
9-2020,Onion,28
9-2020,Garlic,35
9-2020,Onion,22
9-2020,Leak,71
9-2020,Garlic,30
9-2020,Corn,65
9-2020,Chilies,54
9-2020,Pumpkin,65
9-2020,Chilies,42
9-2020,Cardamon,58
9-2020,Pumpkin,18
9-2020,Leak,78
9-2020,Leak,100
9-2020,Pumpkin,51
9-2020,Cocoa,13
9-2020,Radish,18
9-2020,Ginger,43
9-2020,Cowpea,70
9-2020,Pepper,10
9-2020,Leak,93
9-2020,Cocoa,69
9-2020,Ginger,65
9-2020,Pepper,60
9-2020,Cardamon,58
9-2020,Cardamon,28
9-2020,Corn,69
9-2020,Cocoa,21
9-2020,Cardamon,70
9-2020,Pumpkin,14
9-2020,Garlic,35
9-2020,Cardamon,65
9-2020,Cocoa,38
9-2020,Cardamon,12
9-2020,Leak,79
9-2020,Cardamon,31
9-2020,Potato,42
9-2020,Potato,29
9-2020,Pepper,32
9-2020,Cowpea,25
9-2020,Leak,70
9-2020,Cowpea,23
9-2020,Potato,31
9-2020,Garlic,28
9-2020,Pumpkin,11
9-2020,Cocoa,55
9-2020,Ginger,27
9-2020,Chilies,40
9-2020,Leak,78
9-2020,Corn,62
9-2020,Chilies,60
9-2020,Corn,68
9-2020,Chilies,54
9-2020,Garlic,58
9-2020,Ginger,41
9-2020,Onion,20
9-2020,Cocoa,32
9-2020,Radish,21
9-2020,Corn,56
9-2020,Cardamon,46
9-2020,Pepper,48
9-2020,Cowpea,37
9-2020,Cowpea,12
9-2020,Radish,58
9-2020,Cardamon,51
9-2020,Cocoa,14
9-2020,Garlic,37
9-2020,Cardamon,44
9-2020,Cocoa,57
9-2020,Ginger,49
9-2020,Pepper,21
9-2020,Tomato,96
9-2020,Pumpkin,31
9-2020,Corn,60
9-2020,Cocoa,39
9-2020,Chilies,36
9-2020,Cocoa,38
9-2020,Garlic,40
9-2020,Radish,39
9-2020,Tomato,87
9-2020,Cowpea,66
9-2020,Cowpea,40
9-2020,Tomato,89
9-2020,Cowpea,38
9-2020,Pepper,35
9-2020,Corn,12
9-2020,Chilies,54
9-2020,Onion,40
9-2020,Cardamon,65
9-2020,Leak,74
9-2020,Corn,60
9-2020,Chilies,38
9-2020,Onion,50
9-2020,Tomato,91
9-2020,Cowpea,58
9-2020,Ginger,20
9-2020,Ginger,40
9-2020,Tomato,98
9-2020,Leak,94
9-2020,Pumpkin,56
9-2020,Pepper,61
9-2020,Pepper,26
9-2020,Onion,63
9-2020,Leak,94
9-2020,Pumpkin,57
9-2020,Pepper,18
9-2020,Cowpea,47
9-2020,Cocoa,20
9-2020,Potato,12
9-2020,Garlic,32
9-2020,Pepper,50
9-2020,Cowpea,15
9-2020,Cowpea,70
9-2020,Cardamon,24
9-2020,Leak,73
9-2020,Pepper,18
9-2020,Cowpea,68
9-2020,Cardamon,58
9-2020,Chilies,27
9-2020,Tomato,71
9-2020,Ginger,48
9-2020,Potato,22
9-2020,Radish,66
9-2020,Cocoa,30
9-2020,Chilies,32
9-2020,Potato,10
9-2020,Ginger,15
9-2020,Pumpkin,34
9-2020,Cowpea,60
9-2020,Potato,58
9-2020,Corn,39
9-2020,Leak,74
9-2020,Pepper,67
9-2020,Potato,39
9-2020,Pepper,14
9-2020,Tomato,96
9-2020,Pepper,57
9-2020,Pumpkin,53
9-2020,Radish,56
9-2020,Cowpea,42
9-2020,Cowpea,42
9-2020,Leak,77
9-2020,Cardamon,48
9-2020,Cardamon,16
9-2020,Potato,61
9-2020,Ginger,23
9-2020,Pumpkin,15
9-2020,Ginger,37
9-2020,Leak,89
9-2020,Ginger,51
9-2020,Potato,44
9-2020,Cardamon,11
9-2020,Radish,48
9-2020,Leak,93
9-2020,Ginger,66
9-2020,Ginger,28
9-2020,Leak,86
9-2020,Cardamon,59
9-2020,Chilies,20
9-2020,Ginger,46
9-2020,Onion,38
9-2020,Garlic,22
9-2020,Cardamon,32
9-2020,Radish,23
9-2020,Cocoa,62
9-2020,Cowpea,24
9-2020,Cowpea,26
9-2020,Leak,80
9-2020,Ginger,26
9-2020,Corn,28
9-2020,Onion,68
9-2020,Ginger,15
9-2020,Corn,62
9-2020,Tomato,78
9-2020,Chilies,61
9-2020,Corn,17
9-2020,Chilies,22
9-2020,Pepper,28
9-2020,Leak,97
9-2020,Pumpkin,70
9-2020,Chilies,63
9-2020,Pumpkin,21
9-2020,Tomato,93
9-2020,Radish,62
9-2020,Corn,17
9-2020,Chilies,63
9-2020,Radish,11
9-2020,Cardamon,17
9-2020,Corn,39
9-2020,Garlic,67
9-2020,Pepper,15
9-2020,Garlic,21
9-2020,Cocoa,52
9-2020,Cowpea,29
9-2020,Onion,70
9-2020,Corn,27
9-2020,Pepper,46
9-2020,Ginger,43
9-2020,Cowpea,51
9-2020,Cocoa,67
9-2020,Radish,64
9-2020,Pumpkin,55
9-2020,Cocoa,32
9-2020,Cowpea,60
9-2020,Chilies,52
9-2020,Cowpea,56
9-2020,Cocoa,40
9-2020,Cardamon,63
9-2020,Chilies,25
9-2020,Leak,94
9-2020,Cocoa,12
9-2020,Corn,52
9-2020,Leak,75
9-2020,Tomato,80
9-2020,Ginger,59
9-2020,Ginger,48
9-2020,Ginger,70
9-2020,Garlic,61
9-2020,Pumpkin,46
9-2020,Corn,34
9-2020,Onion,52
9-2020,Chilies,20
9-2020,Corn,15
9-2020,Corn,49
9-2020,Cardamon,63
9-2020,Cowpea,30
9-2020,Radish,65
9-2020,Chilies,39
9-2020,Corn,30
9-2020,Ginger,48
9-2020,Cardamon,23
9-2020,Corn,66
9-2020,Pepper,67
9-2020,Ginger,53
9-2020,Ginger,42
9-2020,Tomato,87
9-2020,Cowpea,32
9-2020,Cardamon,53
9-2020,Cocoa,52
9-2020,Pepper,51
9-2020,Cowpea,59
9-2020,Onion,39
9-2020,Onion,45
9-2020,Onion,49
9-2020,Corn,54
9-2020,Radish,10
9-2020,Cardamon,70
9-2020,Radish,43
9-2020,Pumpkin,48
9-2020,Leak,88
9-2020,Pepper,29
9-2020,Onion,41
9-2020,Leak,81
9-2020,Garlic,68
9-2020,Pepper,48
9-2020,Tomato,92
9-2020,Cocoa,20
9-2020,Garlic,14
9-2020,Pumpkin,54
9-2020,Pepper,20
9-2020,Ginger,67
9-2020,Leak,97
9-2020,Onion,65
9-2020,Garlic,14
9-2020,Pepper,56
9-2020,Potato,24
9-2020,Chilies,32
9-2020,Cowpea,56
9-2020,Cowpea,21
9-2020,Tomato,98
9-2020,Chilies,55
9-2020,Tomato,91
9-2020,Tomato,92
9-2020,Chilies,44
9-2020,Pumpkin,31
9-2020,Leak,83
9-2020,Cowpea,53
9-2020,Corn,42
9-2020,Pepper,26
9-2020,Chilies,53
9-2020,Tomato,94
9-2020,Ginger,37
9-2020,Chilies,66
9-2020,Cocoa,49
9-2020,Leak,81
9-2020,Chilies,35
9-2020,Leak,90
9-2020,Ginger,47
9-2020,Potato,54
9-2020,Leak,72
9-2020,Pepper,44
9-2020,Leak,90
9-2020,Onion,27
9-2020,Chilies,29
9-2020,Corn,21
9-2020,Cardamon,29
9-2020,Garlic,13
9-2020,Ginger,32
9-2020,Leak,95
9-2020,Garlic,66
9-2020,Radish,51
9-2020,Leak,70
9-2020,Tomato,81
9-2020,Leak,97
9-2020,Pepper,68
9-2020,Ginger,37
9-2020,Chilies,61
9-2020,Pepper,69
9-2020,Onion,55
9-2020,Pepper,61
9-2020,Ginger,69
9-2020,Ginger,44
9-2020,Radish,65
9-2020,Radish,33
9-2020,Cocoa,59
9-2020,Pepper,33
9-2020,Cardamon,60
9-2020,Garlic,38
9-2020,Pepper,47
9-2020,Pepper,24
9-2020,Leak,96
9-2020,Ginger,38
9-2020,Cowpea,67
9-2020,Ginger,64
9-2020,Leak,73
9-2020,Potato,18
9-2020,Corn,41
9-2020,Cardamon,32
9-2020,Corn,58
9-2020,Cowpea,49
9-2020,Radish,52
9-2020,Cocoa,59
9-2020,Cowpea,28
9-2020,Onion,22
9-2020,Onion,31
9-2020,Cocoa,64
9-2020,Pepper,55
9-2020,Cardamon,10
9-2020,Chilies,65
9-2020,Chilies,67
9-2020,Garlic,58
9-2020,Radish,65
9-2020,Potato,65
9-2020,Chilies,50
9-2020,Potato,70
9-2020,Onion,34
9-2020,Garlic,23
9-2020,Corn,16
9-2020,Pepper,18
9-2020,Cardamon,59
9-2020,Garlic,23
9-2020,Cardamon,62
9-2020,Tomato,75
9-2020,Garlic,49
9-2020,Leak,97
9-2020,Radish,63
9-2020,Ginger,31
9-2020,Onion,20
9-2020,Tomato,79
9-2020,Pumpkin,39
9-2020,Onion,20
9-2020,Garlic,23
9-2020,Potato,63
9-2020,Pumpkin,60
9-2020,Potato,50
9-2020,Potato,36
9-2020,Garlic,35
9-2020,Tomato,98
9-2020,Onion,54
9-2020,Pepper,19
9-2020,Garlic,16
9-2020,Pepper,59
9-2020,Cocoa,22
9-2020,Chilies,45
9-2020,Pumpkin,68
9-2020,Radish,61
9-2020,Leak,77
9-2020,Tomato,97
9-2020,Cocoa,30
9-2020,Cocoa,61
9-2020,Tomato,76
9-2020,Cocoa,15
9-2020,Pumpkin,25
9-2020,Cowpea,55
9-2020,Corn,33
9-2020,Pepper,30
9-2020,Ginger,13
9-2020,Pepper,68
9-2020,Onion,17
9-2020,Pepper,17
9-2020,Leak,71
9-2020,Ginger,48
9-2020,Corn,66
9-2020,Radish,40
9-2020,Pumpkin,13
9-2020,Cardamon,38
9-2020,Tomato,94
9-2020,Chilies,55
9-2020,Potato,21
9-2020,Tomato,97
9-2020,Tomato,99
9-2020,Tomato,79
9-2020,Tomato,77
9-2020,Radish,25
9-2020,Pumpkin,30
9-2020,Chilies,18
9-2020,Onion,24
9-2020,Radish,38
9-2020,Cocoa,51
9-2020,Leak,100
9-2020,Radish,47
9-2020,Chilies,22
9-2020,Pepper,18
9-2020,Onion,65
9-2020,Corn,53
9-2020,Cardamon,26
9-2020,Corn,60
9-2020,Onion,39
9-2020,Corn,37
9-2020,Corn,28
9-2020,Cocoa,45
9-2020,Cardamon,11
9-2020,Pumpkin,14
9-2020,Leak,98
9-2020,Garlic,59
9-2020,Leak,99
9-2020,Pumpkin,44
9-2020,Chilies,36
9-2020,Cowpea,25
9-2020,Ginger,16
9-2020,Potato,34
9-2020,Garlic,61
9-2020,Ginger,24
9-2020,Tomato,90
9-2020,Leak,91
9-2020,Tomato,85
9-2020,Cardamon,50
9-2020,Radish,19
9-2020,Potato,54
9-2020,Onion,35
9-2020,Corn,11
9-2020,Radish,60
9-2020,Radish,52
9-2020,Onion,12
9-2020,Tomato,83
9-2020,Onion,11
9-2020,Potato,37
9-2020,Cowpea,28
9-2020,Cardamon,21
9-2020,Garlic,47
9-2020,Ginger,69
9-2020,Pepper,34
9-2020,Garlic,61
9-2020,Cocoa,67
9-2020,Cocoa,25
9-2020,Ginger,41
9-2020,Onion,55
9-2020,Corn,55
9-2020,Tomato,95
9-2020,Leak,73
9-2020,Radish,22
9-2020,Garlic,14
9-2020,Radish,40
9-2020,Ginger,36
9-2020,Ginger,18
9-2020,Cowpea,12
9-2020,Chilies,64
9-2020,Onion,50
9-2020,Cardamon,43
9-2020,Potato,32
9-2020,Pumpkin,36
9-2020,Pepper,18
9-2020,Chilies,70
9-2020,Pepper,23
9-2020,Potato,22
9-2020,Cocoa,28
9-2020,Pumpkin,10
9-2020,Leak,89
9-2020,Ginger,48
9-2020,Potato,45
9-2020,Potato,48
9-2020,Tomato,99
9-2020,Potato,34
9-2020,Corn,41
9-2020,Cowpea,19
9-2020,Corn,28
9-2020,Chilies,41
9-2020,Corn,49
9-2020,Chilies,19
9-2020,Cocoa,39
9-2020,Cocoa,61
9-2020,Leak,98
9-2020,Garlic,51
9-2020,Corn,69
9-2020,Chilies,26
9-2020,Pumpkin,25
9-2020,Tomato,78
9-2020,Cowpea,27
9-2020,Potato,13
9-2020,Cocoa,70
9-2020,Leak,75
9-2020,Chilies,18
9-2020,Cowpea,27
9-2020,Cardamon,21
9-2020,Potato,39
9-2020,Chilies,70
9-2020,Pepper,54
9-2020,Radish,60
9-2020,Tomato,74
9-2020,Garlic,49
9-2020,Pepper,12
9-2020,Potato,23
9-2020,Garlic,11
9-2020,Chilies,22
9-2020,Cowpea,70
9-2020,Cardamon,21
9-2020,Cardamon,57
9-2020,Radish,68
9-2020,Onion,47
9-2020,Cowpea,15
9-2020,Cardamon,13
9-2020,Pepper,67
9-2020,Chilies,26
9-2020,Onion,20
9-2020,Chilies,54
9-2020,Chilies,49
9-2020,Cocoa,50
9-2020,Cowpea,50
9-2020,Cardamon,16
9-2020,Ginger,45
9-2020,Chilies,30
9-2020,Cocoa,22
9-2020,Chilies,19
9-2020,Pepper,63
9-2020,Chilies,70
9-2020,Radish,23
9-2020,Corn,23
9-2020,Garlic,33
9-2020,Ginger,26
9-2020,Cardamon,27
9-2020,Pumpkin,27
9-2020,Chilies,22
9-2020,Potato,69
9-2020,Tomato,80
9-2020,Cardamon,37
9-2020,Tomato,70
9-2020,Potato,34
9-2020,Radish,60
9-2020,Ginger,45
9-2020,Ginger,22
9-2020,Pumpkin,63
9-2020,Leak,78
9-2020,Tomato,92
9-2020,Chilies,45
9-2020,Garlic,69
9-2020,Radish,48
9-2020,Corn,25
9-2020,Cardamon,55
9-2020,Ginger,16
9-2020,Onion,62
9-2020,Cocoa,11
9-2020,Chilies,45
9-2020,Pumpkin,16
9-2020,Chilies,59
9-2020,Potato,60
9-2020,Onion,21
9-2020,Pumpkin,45
9-2020,Chilies,12
9-2020,Chilies,52
9-2020,Cardamon,24
9-2020,Onion,51
9-2020,Potato,67
9-2020,Pumpkin,58
9-2020,Chilies,28
9-2020,Potato,50
9-2020,Tomato,75
9-2020,Tomato,73
9-2020,Cowpea,49
9-2020,Pumpkin,23
9-2020,Cardamon,42
9-2020,Garlic,64
9-2020,Cowpea,51
9-2020,Pepper,67
9-2020,Pumpkin,65
9-2020,Ginger,42
9-2020,Corn,21
9-2020,Chilies,22
9-2020,Tomato,97
9-2020,Ginger,66
9-2020,Onion,37
9-2020,Pumpkin,68
9-2020,Corn,58
9-2020,Chilies,69
9-2020,Cocoa,27
9-2020,Corn,29
9-2020,Cardamon,20
9-2020,Garlic,27
9-2020,Tomato,91
9-2020,Cardamon,24
9-2020,Tomato,86
9-2020,Tomato,85
9-2020,Potato,36
9-2020,Cocoa,38
9-2020,Cardamon,68
9-2020,Cowpea,23
9-2020,Tomato,97
9-2020,Garlic,30
9-2020,Chilies,17
9-2020,Pepper,27
9-2020,Onion,66
9-2020,Ginger,62
9-2020,Tomato,77
9-2020,Cowpea,24
9-2020,Cocoa,28
9-2020,Ginger,10
9-2020,Chilies,53
9-2020,Corn,11
9-2020,Garlic,19
9-2020,Cowpea,14
9-2020,Tomato,84
9-2020,Pepper,57
9-2020,Potato,63
9-2020,Corn,41
9-2020,Radish,45
9-2020,Garlic,55
9-2020,Cardamon,16
9-2020,Pepper,10
9-2020,Potato,49
9-2020,Radish,25
9-2020,Tomato,93
9-2020,Cocoa,20
9-2020,Cowpea,37
9-2020,Cocoa,38
9-2020,Cocoa,49
9-2020,Pumpkin,69
9-2020,Potato,66
9-2020,Pepper,37
9-2020,Onion,21
9-2020,Chilies,35
9-2020,Garlic,28
9-2020,Leak,90
9-2020,Chilies,69
9-2020,Cowpea,68
9-2020,Corn,58
9-2020,Tomato,100
9-2020,Pepper,23
9-2020,Cocoa,34
9-2020,Cocoa,42
9-2020,Cowpea,59
9-2020,Cocoa,14
9-2020,Garlic,45
9-2020,Ginger,19
9-2020,Cardamon,44
9-2020,Cocoa,54
9-2020,Leak,86
9-2020,Pepper,38
9-2020,Onion,31
9-2020,Radish,31
9-2020,Pepper,66
9-2020,Potato,23
9-2020,Cowpea,44
9-2020,Chilies,41
9-2020,Leak,83
9-2020,Corn,62
9-2020,Corn,31
9-2020,Chilies,50
9-2020,Tomato,91
9-2020,Corn,39
9-2020,Potato,39
9-2020,Garlic,44
9-2020,Potato,62
9-2020,Corn,36
9-2020,Leak,89
9-2020,Pumpkin,53
9-2020,Leak,75
9-2020,Leak,100
9-2020,Cocoa,24
9-2020,Onion,70
9-2020,Pepper,53
9-2020,Ginger,22
9-2020,Chilies,12
9-2020,Chilies,11
9-2020,Garlic,35
9-2020,Cocoa,34
9-2020,Leak,72
9-2020,Cowpea,34
9-2020,Ginger,15
9-2020,Radish,28
9-2020,Ginger,65
9-2020,Corn,65
9-2020,Chilies,21
9-2020,Chilies,10
9-2020,Cardamon,42
9-2020,Radish,23
9-2020,Leak,98
9-2020,Ginger,21
9-2020,Radish,14
9-2020,Chilies,66
9-2020,Chilies,69
9-2020,Pepper,25
9-2020,Cowpea,67
9-2020,Cocoa,58
9-2020,Cowpea,29
9-2020,Chilies,60
9-2020,Onion,35
9-2020,Cowpea,31
9-2020,Pumpkin,54
9-2020,Chilies,70
9-2020,Radish,49
9-2020,Cocoa,17
9-2020,Leak,77
9-2020,Radish,49
9-2020,Leak,71
9-2020,Corn,15
9-2020,Potato,44
9-2020,Cowpea,59
9-2020,Garlic,49
9-2020,Potato,64
9-2020,Pepper,18
9-2020,Potato,48
9-2020,Leak,80
9-2020,Leak,96
9-2020,Pepper,13
9-2020,Ginger,68
9-2020,Garlic,70
9-2020,Cowpea,61
9-2020,Leak,96
9-2020,Tomato,92
9-2020,Chilies,12
9-2020,Chilies,65
9-2020,Garlic,21
9-2020,Garlic,55
9-2020,Pumpkin,46
9-2020,Cardamon,64
9-2020,Pepper,68
9-2020,Corn,35
9-2020,Corn,39
9-2020,Garlic,30
9-2020,Cardamon,51
9-2020,Chilies,22
9-2020,Radish,20
9-2020,Chilies,19
9-2020,Onion,43
9-2020,Chilies,62
9-2020,Cowpea,18
9-2020,Tomato,81
9-2020,Tomato,90
9-2020,Cardamon,49
9-2020,Cardamon,20
9-2020,Tomato,81
9-2020,Pumpkin,12
9-2020,Pumpkin,50
9-2020,Cardamon,30
9-2020,Radish,45
9-2020,Tomato,70
10-2020,Garlic,55
10-2020,Radish,22
10-2020,Ginger,58
10-2020,Ginger,31
10-2020,Potato,42
10-2020,Pepper,18
10-2020,Leak,77
10-2020,Potato,30
10-2020,Garlic,29
10-2020,Cocoa,29
10-2020,Onion,43
10-2020,Chilies,33
10-2020,Cowpea,43
10-2020,Corn,51
10-2020,Pepper,27
10-2020,Chilies,50
10-2020,Cowpea,56
10-2020,Onion,23
10-2020,Pepper,62
10-2020,Garlic,44
10-2020,Cocoa,61
10-2020,Cocoa,17
10-2020,Garlic,46
10-2020,Onion,22
10-2020,Ginger,34
10-2020,Cocoa,15
10-2020,Leak,100
10-2020,Onion,44
10-2020,Chilies,68
10-2020,Radish,54
10-2020,Leak,81
10-2020,Chilies,51
10-2020,Corn,21
10-2020,Pumpkin,52
10-2020,Cardamon,31
10-2020,Pumpkin,16
10-2020,Cardamon,29
10-2020,Cardamon,56
10-2020,Cardamon,61
10-2020,Ginger,67
10-2020,Cardamon,56
10-2020,Corn,39
10-2020,Onion,32
10-2020,Leak,90
10-2020,Corn,23
10-2020,Leak,70
10-2020,Leak,70
10-2020,Corn,31
10-2020,Cowpea,59
10-2020,Cowpea,68
10-2020,Radish,18
10-2020,Pepper,40
10-2020,Garlic,55
10-2020,Potato,15
10-2020,Pumpkin,69
10-2020,Potato,39
10-2020,Pumpkin,53
10-2020,Ginger,28
10-2020,Pumpkin,66
10-2020,Potato,10
10-2020,Corn,10
10-2020,Cowpea,43
10-2020,Onion,54
10-2020,Potato,65
10-2020,Cocoa,31
10-2020,Tomato,88
10-2020,Pepper,49
10-2020,Potato,55
10-2020,Cardamon,36
10-2020,Cowpea,38
10-2020,Cocoa,55
10-2020,Onion,20
10-2020,Cocoa,69
10-2020,Cocoa,23
10-2020,Tomato,91
10-2020,Chilies,55
10-2020,Onion,39
10-2020,Cowpea,43
10-2020,Cowpea,35
10-2020,Pepper,66
10-2020,Cowpea,66
10-2020,Cardamon,29
10-2020,Corn,21
10-2020,Cardamon,35
10-2020,Radish,50
10-2020,Onion,16
10-2020,Cowpea,38
10-2020,Potato,26
10-2020,Cowpea,29
10-2020,Chilies,23
10-2020,Leak,92
10-2020,Leak,84
10-2020,Ginger,55
10-2020,Garlic,53
10-2020,Garlic,32
10-2020,Tomato,76
10-2020,Potato,37
10-2020,Cardamon,58
10-2020,Cocoa,61
10-2020,Tomato,89
10-2020,Pumpkin,22
10-2020,Onion,49
10-2020,Radish,25
10-2020,Tomato,78
10-2020,Potato,46
10-2020,Ginger,42
10-2020,Pepper,58
10-2020,Cardamon,35
10-2020,Cowpea,50
10-2020,Pumpkin,13
10-2020,Cocoa,34
10-2020,Potato,20
10-2020,Ginger,64
10-2020,Cocoa,10
10-2020,Cowpea,64
10-2020,Chilies,26
10-2020,Cowpea,38
10-2020,Corn,52
10-2020,Ginger,21
10-2020,Cardamon,50
10-2020,Cowpea,31
10-2020,Onion,26
10-2020,Ginger,30
10-2020,Onion,44
10-2020,Cardamon,25
10-2020,Potato,32
10-2020,Pumpkin,37
10-2020,Corn,57
10-2020,Leak,73
10-2020,Cocoa,54
10-2020,Radish,45
10-2020,Garlic,56
10-2020,Leak,86
10-2020,Chilies,62
10-2020,Chilies,66
10-2020,Leak,73
10-2020,Cocoa,57
10-2020,Corn,12
10-2020,Radish,64
10-2020,Radish,26
10-2020,Ginger,50
10-2020,Leak,100
10-2020,Tomato,88
10-2020,Onion,23
10-2020,Ginger,18
10-2020,Cardamon,14
10-2020,Pumpkin,37
10-2020,Cocoa,31
10-2020,Chilies,38
10-2020,Radish,41
10-2020,Corn,61
10-2020,Potato,48
10-2020,Cowpea,13
10-2020,Cocoa,15
10-2020,Chilies,66
10-2020,Pumpkin,21
10-2020,Chilies,42
10-2020,Ginger,55
